,0
0,https://www.zillow.com/homedetails/134-38-229th-St-Springfield-Gardens-NY-11413/2073741309_zpid/
1,https://www.zillow.com/homedetails/10208-Ascan-Ave-Forest-Hills-NY-11375/32005210_zpid/
2,https://www.zillow.com/homedetails/654-E-156th-St-Bronx-NY-10455/29778993_zpid/
3,https://www.zillow.com/homedetails/140-39-34th-Ave-3M-Flushing-NY-11354/219864052_zpid/
4,https://www.zillow.com/homedetails/69-35-78th-St-Middle-Village-NY-11379/2073741836_zpid/
5,https://www.zillow.com/homedetails/144-03-229th-St-Springfield-Gardens-NY-11413/2073741834_zpid/
6,https://www.zillow.com/homedetails/250-West-St-5HJ-New-York-NY-10013/2073744103_zpid/
7,https://www.zillow.com/homedetails/118-E-60th-St-APT-27H-New-York-NY-10022/89666667_zpid/
8,https://www.zillow.com/homedetails/628-E-5th-St-Brooklyn-NY-11218/30675120_zpid/
9,https://www.zillow.com/homedetails/21-30-44th-Dr-3D-Long-Island-City-NY-11101/2088363037_zpid/
10,https://www.zillow.com/homedetails/14202-116th-Ave-Jamaica-NY-11436/32181790_zpid/
11,https://www.zillow.com/homedetails/133-29-84th-St-Ozone-Park-NY-11417/2073745925_zpid/
12,https://www.zillow.com/homedetails/4246-195th-St-Flushing-NY-11358/32045825_zpid/
13,https://www.zillow.com/homedetails/625-W-246th-St-Bronx-NY-10471/29854125_zpid/
14,https://www.zillow.com/homedetails/84-15-109th-Ave-Ozone-Park-NY-11417/2073747165_zpid/
15,https://www.zillow.com/homedetails/2643-Hubbard-St-Brooklyn-NY-11235/30740350_zpid/
16,https://www.zillow.com/homedetails/2-S-End-Ave-APT-3W-New-York-NY-10280/31492913_zpid/
17,https://www.zillow.com/homedetails/310-W-52nd-St-APT-9A-New-York-NY-10019/80008541_zpid/
18,https://www.zillow.com/homedetails/41-02-Queens-Blvd-4E-Sunnyside-NY-11104/2073749386_zpid/
19,https://www.zillow.com/homedetails/107-24-71st-Rd-7A-Forest-Hills-NY-11375/2073748956_zpid/
20,https://www.zillow.com/homedetails/77-12-66th-Rd-Middle-Village-NY-11379/2078232050_zpid/
21,https://www.zillow.com/homedetails/3395-Nostrand-Ave-APT-3-Brooklyn-NY-11229/2073750611_zpid/
22,https://www.zillow.com/homedetails/77-7th-Ave-APT-18F-New-York-NY-10011/2077881550_zpid/
23,https://www.zillow.com/homedetails/220-Manhattan-Ave-APT-2M-New-York-NY-10025/31550053_zpid/
24,https://www.zillow.com/homedetails/27-21-44th-Dr-APT-603-Long-Island-City-NY-11101/2073750612_zpid/
25,https://www.zillow.com/homedetails/320-E-42nd-St-APT-410-New-York-NY-10017/72525163_zpid/
26,https://www.zillow.com/homedetails/73-10-220th-St-Oakland-Gardens-NY-11364/2073750810_zpid/
27,https://www.zillow.com/homedetails/282-E-35th-St-APT-5E-Brooklyn-NY-11203/244996689_zpid/
28,https://www.zillow.com/homedetails/105-28-63rd-Ave-Forest-Hills-NY-11375/2073753975_zpid/
29,https://www.zillow.com/homedetails/8809-249th-St-Jamaica-NY-11426/32101756_zpid/
30,https://www.zillow.com/homedetails/3042-Coddington-Ave-Bronx-NY-10461/29842082_zpid/
31,https://www.zillow.com/homedetails/1306-E-69th-St-Brooklyn-NY-11234/64565023_zpid/
32,https://www.zillow.com/homedetails/231-73rd-St-1-Brooklyn-NY-11209/2073752763_zpid/
33,https://www.zillow.com/homedetails/907-E-224th-St-Bronx-NY-10466/29832897_zpid/
34,https://www.zillow.com/homedetails/159-W-53rd-St-APT-20B-New-York-NY-10019/31512545_zpid/
35,https://www.zillow.com/homedetails/144-24-68th-Dr-Flushing-NY-11367/2073789545_zpid/
36,https://www.zillow.com/homedetails/76-14-Springfield-Blvd-FLOOR-1-Oakland-Gardens-NY-11364/2075656415_zpid/
37,https://www.zillow.com/homedetails/2550-Olinville-Ave-APT-4K-Bronx-NY-10467/244458723_zpid/
38,https://www.zillow.com/homedetails/135-W-52nd-St-APT-16E-New-York-NY-10019/219660020_zpid/
39,https://www.zillow.com/homedetails/9031-Fort-Hamilton-Pkwy-APT-2C-Brooklyn-NY-11209/111711337_zpid/
40,https://www.zillow.com/homedetails/190-24-110th-Rd-Saint-Albans-NY-11412/2073752873_zpid/
41,https://www.zillow.com/homedetails/11712-195th-St-Saint-Albans-NY-11412/82785067_zpid/
42,https://www.zillow.com/homedetails/1178-Rogers-Ave-Brooklyn-NY-11226/30668696_zpid/
43,https://www.zillow.com/homedetails/138-18-28th-Rd-3C-Flushing-NY-11354/2080683570_zpid/
44,https://www.zillow.com/homedetails/172-12-Crocheron-Ave-1C-Flushing-NY-11358/2080384231_zpid/
45,https://www.zillow.com/homedetails/11120-73rd-Ave-APT-8C-Forest-Hills-NY-11375/2073754443_zpid/
46,https://www.zillow.com/homedetails/146-51-61st-Rd-Flushing-NY-11367/2073754442_zpid/
47,https://www.zillow.com/homedetails/10920-Queens-Blvd-APT-5J-Forest-Hills-NY-11375/2117866111_zpid/
48,https://www.zillow.com/homedetails/2641-E-24th-St-1B-Brooklyn-NY-11235/64781083_zpid/
49,https://www.zillow.com/homedetails/35-E-10th-St-APT-7D-New-York-NY-10003/88888440_zpid/
50,https://www.zillow.com/homedetails/233-W-99th-St-APT-17D-New-York-NY-10025/244833093_zpid/
51,https://www.zillow.com/homedetails/205-3rd-Ave-APT-16D-New-York-NY-10003/72518015_zpid/
52,https://www.zillow.com/homedetails/66-Bennett-Ave-Staten-Island-NY-10312/32364840_zpid/
53,https://www.zillow.com/homedetails/3101-Wissman-Ave-Bronx-NY-10465/29846920_zpid/
54,https://www.zillow.com/homedetails/7606-Rockaway-Blvd-Jamaica-NY-11421/32109021_zpid/
55,https://www.zillow.com/homedetails/77-04-87th-St-Ridgewood-NY-11385/2073755063_zpid/
56,https://www.zillow.com/homedetails/102-55-67th-Dr-2K-Forest-Hills-NY-11375/89137580_zpid/
57,https://www.zillow.com/homedetails/108-Waverly-Ave-1-Brooklyn-NY-11205/116169991_zpid/
58,https://www.zillow.com/homedetails/112-20-72nd-Dr-APT-B33-Forest-Hills-NY-11375/79735231_zpid/
59,https://www.zillow.com/homedetails/99-45-67th-Rd-605-Forest-Hills-NY-11375/121651109_zpid/
60,https://www.zillow.com/homedetails/52-15-65th-Pl-APT-3E-Maspeth-NY-11378/219855698_zpid/
61,https://www.zillow.com/homedetails/6120-Grand-Central-Pkwy-APT-A1507-Forest-Hills-NY-11375/2073756045_zpid/
62,https://www.zillow.com/homedetails/13-W-13th-St-APT-3CS-New-York-NY-10011/72513571_zpid/
63,https://www.zillow.com/homedetails/1134-Williams-Ct-Brooklyn-NY-11235/30749606_zpid/
64,https://www.zillow.com/homedetails/114-06-Queens-Blvd-F2-Forest-Hills-NY-11375/113974765_zpid/
65,https://www.zillow.com/homedetails/141-18-Cherry-Ave-3FPC4-Flushing-NY-11355/2073755302_zpid/
66,https://www.zillow.com/homedetails/1-Irving-Pl-APT-G24A-New-York-NY-10003/31505927_zpid/
67,https://www.zillow.com/homedetails/235-W-75th-St-312-New-York-NY-10023/219666756_zpid/
68,https://www.zillow.com/homedetails/20-Norwood-Ave-Brooklyn-NY-11208/30636790_zpid/
69,https://www.zillow.com/homedetails/63-55A-Douglaston-Pkwy-42-Little-Neck-NY-11362/2073755419_zpid/
70,https://www.zillow.com/homedetails/721-Flushing-Ave-4A-Brooklyn-NY-11206/89073050_zpid/
71,https://www.zillow.com/homedetails/18-E-12th-St-APT-4C-New-York-NY-10003/2073756440_zpid/
72,https://www.zillow.com/homedetails/205-E-63rd-St-APT-4E-New-York-NY-10065/79503740_zpid/
73,https://www.zillow.com/homedetails/1-Great-Jones-St-2A-New-York-NY-10012/2073756305_zpid/
74,https://www.zillow.com/homedetails/113-01-201st-St-Saint-Albans-NY-11412/2077641842_zpid/
75,https://www.zillow.com/homedetails/150-31-12th-Ave-110-Whitestone-NY-11357/2080378974_zpid/
76,https://www.zillow.com/homedetails/181-Jules-Dr-Staten-Island-NY-10314/32305845_zpid/
77,https://www.zillow.com/homedetails/8942-207th-St-Jamaica-NY-11427/32147630_zpid/
78,https://www.zillow.com/homedetails/30-Eagan-Ave-Staten-Island-NY-10312/32364278_zpid/
79,https://www.zillow.com/homedetails/202-35-Foothill-Ave-APT-A46-Hollis-NY-11423/79730921_zpid/
80,https://www.zillow.com/homedetails/84-51-Beverly-Rd-APT-2P-Kew-Gardens-NY-11415/72650348_zpid/
81,https://www.zillow.com/homedetails/26910-Grand-Central-Pkwy-APT-16S-Floral-Park-NY-11005/245466600_zpid/
82,https://www.zillow.com/homedetails/64-Bache-Ave-Staten-Island-NY-10306/32330823_zpid/
83,https://www.zillow.com/homedetails/170-2nd-Ave-5CD-New-York-NY-10003/2073757450_zpid/
84,https://www.zillow.com/homedetails/363-E-76th-St-15HJ-New-York-NY-10021/2073757451_zpid/
85,https://www.zillow.com/homedetails/11-Riverside-Dr-APT-2SW-New-York-NY-10023/121148971_zpid/
86,https://www.zillow.com/homedetails/82-Irving-Pl-APT-5D-New-York-NY-10003/72516967_zpid/
87,https://www.zillow.com/homedetails/1240-Bedford-Ave-APT-1G-Brooklyn-NY-11216/63054633_zpid/
88,https://www.zillow.com/homedetails/15272-Melbourne-Ave-APT-3J-Flushing-NY-11367/32066653_zpid/
89,https://www.zillow.com/homedetails/1310-Hoe-Ave-Bronx-NY-10459/55540991_zpid/
90,https://www.zillow.com/homedetails/620-E-26th-St-Brooklyn-NY-11210/30670192_zpid/
91,https://www.zillow.com/homedetails/77-7th-Ave-APT-5L-New-York-NY-10011/79496045_zpid/
92,https://www.zillow.com/homedetails/4-Bogardus-Pl-APT-1B-New-York-NY-10040/72535985_zpid/
93,https://www.zillow.com/homedetails/415-E-37th-St-APT-8B-New-York-NY-10016/143111442_zpid/
94,https://www.zillow.com/homedetails/62-Rivington-St-APT-3A-New-York-NY-10002/69509942_zpid/
95,https://www.zillow.com/homedetails/865-United-Nations-Plz-APT-5D-New-York-NY-10017/83932309_zpid/
96,https://www.zillow.com/homedetails/245-E-54th-St-APT-17D-New-York-NY-10022/119907774_zpid/
97,https://www.zillow.com/homedetails/1812-Trafalgar-Pl-Bronx-NY-10460/68311642_zpid/
